"word","snapshot"
"i",2017-11-22
"must",2017-11-22
"be",2017-11-22
"missing",2017-11-22
"something",2017-11-22
"anyway",2017-11-22
"enough",2017-11-22
"of",2017-11-22
"the",2017-11-22
"first",2017-11-22
"person",2017-11-22
"soliloqy",2017-11-22
"this",2017-11-22
"is",2017-11-22
"the",2017-11-22
"second",2017-11-22
"to",2017-11-22
"last",2017-11-22
"day",2017-11-22
"of",2017-11-22
"the",2017-11-22
"measuring",2017-11-22
"writing",2017-11-22
"output",2017-11-22
"experiment",2017-11-22
"it",2017-11-22
"take",2017-11-22
"all",2017-11-22
"my",2017-11-22
"effort",2017-11-22
"to",2017-11-22
"leave",2017-11-22
"the",2017-11-22
"bed",2017-11-22
"and",2017-11-22
"sit",2017-11-22
"at",2017-11-22
"the",2017-11-22
"keyboard",2017-11-22
"to",2017-11-22
"get",2017-11-22
"this",2017-11-22
"important",2017-11-22
"work",2017-11-22
"done",2017-11-22
"it_s",2017-11-22
"an",2017-11-22
"act",2017-11-22
"that",2017-11-22
"makes",2017-11-22
"me",2017-11-22
"feel",2017-11-22
"at",2017-11-22
"least",2017-11-22
"some",2017-11-22
"sense",2017-11-22
"of",2017-11-22
"control",2017-11-22
"and",2017-11-22
"feel",2017-11-22
"i",2017-11-22
"have",2017-11-22
"done",2017-11-22
"one",2017-11-22
"thing",2017-11-22
"for",2017-11-22
"myself",2017-11-22
"a",2017-11-22
"positive",2017-11-22
"act",2017-11-22
"to",2017-11-22
"point",2017-11-22
"my",2017-11-22
"life",2017-11-22
"in",2017-11-22
"a",2017-11-22
"direction",2017-11-22
"of",2017-11-22
"my",2017-11-22
"chooseing",2017-11-22
"perhaps",2017-11-22
"all",2017-11-22
"choice",2017-11-22
"is",2017-11-22
"an",2017-11-22
"illusion",2017-11-22
"i",2017-11-22
"could",2017-11-22
"possibly",2017-11-22
"believe",2017-11-22
"that",2017-11-22
"i",2017-11-22
"guess",2017-11-22
"it",2017-11-22
"is",2017-11-22
"a",2017-11-22
"feature",2017-11-22
"of",2017-11-22
"a",2017-11-22
"deterministic",2017-11-22
"universe",2017-11-22
"that",2017-11-22
"runs",2017-11-22
"like",2017-11-22
"a",2017-11-22
"clock",2017-11-22
"where",2017-11-22
"free",2017-11-22
"will",2017-11-22
"is",2017-11-22
"something",2017-11-22
"that",2017-11-22
"only",2017-11-22
"exists",2017-11-22
"as",2017-11-22
"a",2017-11-22
"concept",2017-11-22
"instead",2017-11-22
"the",2017-11-22
"truth",2017-11-22
"is",2017-11-22
"probably",2017-11-22
"more",2017-11-22
"chaotic",2017-11-22
"i",2017-11-22
"joke",2017-11-22
"about",2017-11-22
"azathoth",2017-11-22
"at",2017-11-22
"the",2017-11-22
"center",2017-11-22
"of",2017-11-22
"the",2017-11-22
"universe",2017-11-22
"but",2017-11-22
"in",2017-11-22
"truth",2017-11-22
"i",2017-11-22
"am",2017-11-22
"drawn",2017-11-22
"to",2017-11-22
"the",2017-11-22
"worship",2017-11-22
"of",2017-11-22
"chaos",2017-11-22
"or",2017-11-22
"at",2017-11-22
"least",2017-11-22
"the",2017-11-22
"understanding",2017-11-22
"of",2017-11-22
"it",2017-11-22
"the",2017-11-22
"elves",2017-11-22
"of",2017-11-22
"the",2017-11-22
"silent",2017-11-22
"rain",2017-11-22
"are",2017-11-22
"more",2017-11-22
"likely",2017-11-22
"than",2017-11-22
"others",2017-11-22
"to",2017-11-22
"tend",2017-11-22
"towards",2017-11-22
"lawful",2017-11-22
"good",2017-11-22
"they",2017-11-22
"understand",2017-11-22
"the",2017-11-22
"power",2017-11-22
"of",2017-11-22
"rigour",2017-11-22
"and",2017-11-22
"discipline",2017-11-22
"and",2017-11-22
"team",2017-11-22
"work",2017-11-22
"there",2017-11-22
"are",2017-11-22
"a",2017-11-22
"number",2017-11-22
"of",2017-11-22
"character",2017-11-22
"kits",2017-11-22
"available",2017-11-22
"to",2017-11-22
"players",2017-11-22
"who",2017-11-22
"choose",2017-11-22
"to",2017-11-22
"join",2017-11-22
"this",2017-11-22
"elite",2017-11-22
"company",2017-11-22
"many",2017-11-22
"varieties",2017-11-22
"of",2017-11-22
"ranger",2017-11-22
"wizard",2017-11-22
"warrior",2017-11-22
"and",2017-11-22
"cleric",2017-11-22
"bards",2017-11-22
"tend",2017-11-22
"not",2017-11-22
"to",2017-11-22
"be",2017-11-22
"full",2017-11-22
"members",2017-11-22
"but",2017-11-22
"will",2017-11-22
"occaisionally",2017-11-22
"be",2017-11-22
"invited",2017-11-22
"to",2017-11-22
"join",2017-11-22
"the",2017-11-22
"company",2017-11-22
"on",2017-11-22
"missions",2017-11-22
"so",2017-11-22
"long",2017-11-22
"as",2017-11-22
"they",2017-11-22
"know",2017-11-22
"how",2017-11-22
"to",2017-11-22
"keep",2017-11-22
"quiet",2017-11-22
"the",2017-11-22
"creatrion",2017-11-22
"space",2017-11-22
"in",2017-11-22
"my",2017-11-22
"lounge",2017-11-22
"has",2017-11-22
"been",2017-11-22
"refreshed",2017-11-22
"there",2017-11-22
"is",2017-11-22
"a",2017-11-22
"statue",2017-11-22
"from",2017-11-22
"cambodia",2017-11-22
"to",2017-11-22
"represent",2017-11-22
"the",2017-11-22
"past",2017-11-22
"and",2017-11-22
"the",2017-11-22
"jungle",2017-11-22
"there",2017-11-22
"is",2017-11-22
"a",2017-11-22
"cyberman",2017-11-22
"to",2017-11-22
"represent",2017-11-22
"dreaming",2017-11-22
"and",2017-11-22
"a",2017-11-22
"better",2017-11-22
"future",2017-11-22
"that",2017-11-22
"may",2017-11-22
"spiarl",2017-11-22
"into",2017-11-22
"madness",2017-11-22
"there",2017-11-22
"is",2017-11-22
"a",2017-11-22
"picture",2017-11-22
"of",2017-11-22
"my",2017-11-22
"love",2017-11-22
"phoebe",2017-11-22
"a",2017-11-22
"black",2017-11-22
"and",2017-11-22
"white",2017-11-22
"of",2017-11-22
"her",2017-11-22
"sitting",2017-11-22
"on",2017-11-22
"a",2017-11-22
"benmch",2017-11-22
"in",2017-11-22
"our",2017-11-22
"garden",2017-11-22
"a",2017-11-22
"couple",2017-11-22
"of",2017-11-22
"years",2017-11-22
"ago",2017-11-22
"those",2017-11-22
"times",2017-11-22
"seemed",2017-11-22
"somehow",2017-11-22
"happier",2017-11-22
"and",2017-11-22
"i_m",2017-11-22
"not",2017-11-22
"sure",2017-11-22
"why",2017-11-22
"i",2017-11-22
"feel",2017-11-22
"like",2017-11-22
"an",2017-11-22
"ungrateful",2017-11-22
"fool",2017-11-22
"as",2017-11-22
"my",2017-11-22
"holiday",2017-11-22
"approaches",2017-11-22
"i",2017-11-22
"need",2017-11-22
"to",2017-11-22
"focus",2017-11-22
"on",2017-11-22
"my",2017-11-22
"breathing",2017-11-22
"in",2017-11-22
"and",2017-11-22
"out",2017-11-22
"step",2017-11-22
"by",2017-11-22
"step",2017-11-22
"give",2017-11-22
"love",2017-11-22
"to",2017-11-22
"those",2017-11-22
"around",2017-11-22
"me",2017-11-22
"choose",2017-11-22
"kindness",2017-11-22
"over",2017-11-22
"being",2017-11-22
"right",2017-11-22
"be",2017-11-22
"a",2017-11-22
"good",2017-11-22
"person",2017-11-22
"that",2017-11-22
"is",2017-11-22
"what",2017-11-22
"i",2017-11-22
"must",2017-11-22
"do",2017-11-22
"there",2017-11-22
"is",2017-11-22
"a",2017-11-22
"nobility",2017-11-22
"in",2017-11-22
"service",2017-11-22
"there",2017-11-22
"is",2017-11-22
"reward",2017-11-22
"in",2017-11-22
"kindness",2017-11-22
"i",2017-11-22
"believe",2017-11-22
"this",2017-11-22
"along",2017-11-22
"the",2017-11-22
"way",2017-11-22
"i",2017-11-22
"will",2017-11-22
"live",2017-11-22
"and",2017-11-22
"learn",2017-11-22
"and",2017-11-22
"i",2017-11-22
"will",2017-11-22
"try",2017-11-22
"to",2017-11-22
"transform",2017-11-22
"these",2017-11-22
"experience",2017-11-22
"sin",2017-11-22
"meaningful",2017-11-22
"art",2017-11-22
"and",2017-11-22
"then",2017-11-22
"share",2017-11-22
"it",2017-11-22
"with",2017-11-22
"the",2017-11-22
"people",2017-11-22
"i",2017-11-22
"love",2017-11-22
"thus",2017-11-22
"the",2017-11-22
"path",2017-11-22
"of",2017-11-22
"the",2017-11-22
"experimental",2017-11-22
"artist",2017-11-22
"is",2017-11-22
"laid",2017-11-22
"out",2017-11-22
"before",2017-11-22
"me",2017-11-22
"my",2017-11-23
"gifts",2017-11-23
"to",2017-11-23
"the",2017-11-23
"muses",2017-11-23
"this",2017-11-23
"morning",2017-11-23
"will",2017-11-23
"be",2017-11-23
"tinged",2017-11-23
"with",2017-11-23
"the",2017-11-23
"darkness",2017-11-23
"of",2017-11-23
"viking",2017-11-23
"mythology",2017-11-23
"a",2017-11-23
"pantheon",2017-11-23
"that",2017-11-23
"resonates",2017-11-23
"with",2017-11-23
"me",2017-11-23
"these",2017-11-23
"nine",2017-11-23
"sisters",2017-11-23
"shall",2017-11-23
"enjoy",2017-11-23
"the",2017-11-23
"tales",2017-11-23
"of",2017-11-23
"battle",2017-11-23
"and",2017-11-23
"of",2017-11-23
"struggle",2017-11-23
"of",2017-11-23
"leading",2017-11-23
"from",2017-11-23
"the",2017-11-23
"front",2017-11-23
"with",2017-11-23
"sword",2017-11-23
"and",2017-11-23
"shield",2017-11-23
"calling",2017-11-23
"to",2017-11-23
"the",2017-11-23
"old",2017-11-23
"gods",2017-11-23
"the",2017-11-23
"viking",2017-11-23
"pantheon",2017-11-23
"of",2017-11-23
"all",2017-11-23
"the",2017-11-23
"faiths",2017-11-23
"appeals",2017-11-23
"most",2017-11-23
"to",2017-11-23
"me",2017-11-23
"i",2017-11-23
"think",2017-11-23
"well",2017-11-23
"apart",2017-11-23
"from",2017-11-23
"the",2017-11-23
"cthulhu",2017-11-23
"mythos",2017-11-23
"which",2017-11-23
"also",2017-11-23
"actually",2017-11-23
"seems",2017-11-23
"actually",2017-11-23
"real",2017-11-23
"the",2017-11-23
"viking",2017-11-23
"blood",2017-11-23
"and",2017-11-23
"scottish",2017-11-23
"blood",2017-11-23
"is",2017-11-23
"mixed",2017-11-23
"within",2017-11-23
"me",2017-11-23
"a",2017-11-23
"darkness",2017-11-23
"but",2017-11-23
"also",2017-11-23
"a",2017-11-23
"strength",2017-11-23
"an",2017-11-23
"indomitable",2017-11-23
"spirit",2017-11-23
"and",2017-11-23
"a",2017-11-23
"tenacious",2017-11-23
"steadfastness",2017-11-23
"that",2017-11-23
"has",2017-11-23
"allowed",2017-11-23
"me",2017-11-23
"to",2017-11-23
"thrive",2017-11-23
"in",2017-11-23
"this",2017-11-23
"modern",2017-11-23
"world",2017-11-23
"the",2017-11-23
"price",2017-11-23
"is",2017-11-23
"high",2017-11-23
"anxiety",2017-11-23
"stress",2017-11-23
"and",2017-11-23
"often",2017-11-23
"misery",2017-11-23
"such",2017-11-23
"is",2017-11-23
"the",2017-11-23
"cost",2017-11-23
"for",2017-11-23
"the",2017-11-23
"leaders",2017-11-23
"of",2017-11-23
"metal",2017-11-23
"the",2017-11-23
"experiment",2017-11-23
"concludes",2017-11-23
"today",2017-11-23
"and",2017-11-23
"i",2017-11-23
"am",2017-11-23
"satisfied",2017-11-23
"with",2017-11-23
"my",2017-11-23
"approach",2017-11-23
"to",2017-11-23
"measuring",2017-11-23
"my",2017-11-23
"writing",2017-11-23
"output",2017-11-23
"now",2017-11-23
"it",2017-11-23
"can",2017-11-23
"applied",2017-11-23
"to",2017-11-23
"further",2017-11-23
"endeavour",2017-11-23
"last",2017-11-23
"night",2017-11-23
"i",2017-11-23
"was",2017-11-23
"dreaming",2017-11-23
"about",2017-11-23
"abbey",2017-11-23
"eastwood",2017-11-23
"my",2017-11-23
"female",2017-11-23
"alter",2017-11-23
"ego",2017-11-23
"nom",2017-11-23
"de",2017-11-23
"plum",2017-11-23
"who",2017-11-23
"writes",2017-11-23
"sexy",2017-11-23
"short",2017-11-23
"stories",2017-11-23
"she",2017-11-23
"could",2017-11-23
"do",2017-11-23
"a",2017-11-23
"fantasy",2017-11-23
"series",2017-11-23
"as",2017-11-23
"well",2017-11-23
"as",2017-11-23
"a",2017-11-23
"modern",2017-11-23
"series",2017-11-23
"the",2017-11-23
"feature",2017-11-23
"of",2017-11-23
"her",2017-11-23
"stories",2017-11-23
"is",2017-11-23
"a",2017-11-23
"male",2017-11-23
"and",2017-11-23
"female",2017-11-23
"perspective",2017-11-23
"coming",2017-11-23
"at",2017-11-23
"a",2017-11-23
"similar",2017-11-23
"situation",2017-11-23
"from",2017-11-23
"a",2017-11-23
"slightly",2017-11-23
"different",2017-11-23
"angle",2017-11-23
"so",2017-11-23
"that",2017-11-23
"the",2017-11-23
"reader",2017-11-23
"is",2017-11-23
"given",2017-11-23
"a",2017-11-23
"glimpse",2017-11-23
"into",2017-11-23
"the",2017-11-23
"whole",2017-11-23
"it",2017-11-23
"would",2017-11-23
"be",2017-11-23
"ambitious",2017-11-23
"and",2017-11-23
"an",2017-11-23
"embrace",2017-11-23
"of",2017-11-23
"the",2017-11-23
"duality",2017-11-23
"i",2017-11-23
"feel",2017-11-23
"within",2017-11-23
"me",2017-11-23
"on",2017-11-23
"the",2017-11-23
"subject",2017-11-23
"of",2017-11-23
"duality",2017-11-23
"it",2017-11-23
"is",2017-11-23
"something",2017-11-23
"i",2017-11-23
"have",2017-11-23
"mixed",2017-11-23
"feelings",2017-11-23
"about",2017-11-23
"as",2017-11-23
"i",2017-11-23
"try",2017-11-23
"to",2017-11-23
"live",2017-11-23
"in",2017-11-23
"a",2017-11-23
"way",2017-11-23
"that",2017-11-23
"suits",2017-11-23
"others",2017-11-23
"perhaps",2017-11-23
"this",2017-11-23
"is",2017-11-23
"my",2017-11-23
"greatest",2017-11-23
"mistake",2017-11-23
"in",2017-11-23
"fact",2017-11-23
"undoubtedly",2017-11-23
"it",2017-11-23
"is",2017-11-23
"how",2017-11-23
"can",2017-11-23
"i",2017-11-23
"return",2017-11-23
"to",2017-11-23
"a",2017-11-23
"position",2017-11-23
"of",2017-11-23
"authenticity",2017-11-23
"does",2017-11-23
"carly",2017-11-23
"crawford",2017-11-23
"also",2017-11-23
"consider",2017-11-23
"these",2017-11-23
"issues",2017-11-23
"of",2017-11-23
"course",2017-11-23
"she",2017-11-23
"does",2017-11-23
"she",2017-11-23
"has",2017-11-23
"the",2017-11-23
"struggles",2017-11-23
"of",2017-11-23
"a",2017-11-23
"modern",2017-11-23
"man",2017-11-23
"and",2017-11-23
"the",2017-11-23
"struggles",2017-11-23
"of",2017-11-23
"a",2017-11-23
"modern",2017-11-23
"women",2017-11-23
"at",2017-11-23
"the",2017-11-23
"same",2017-11-23
"time",2017-11-23
"she",2017-11-23
"sees",2017-11-23
"the",2017-11-23
"corporate",2017-11-23
"culture",2017-11-23
"clearly",2017-11-23
"and",2017-11-23
"participates",2017-11-23
"reluctantly",2017-11-23
"patiently",2017-11-23
"stuart",2017-11-23
"eastwood",2017-11-23
"is",2017-11-23
"more",2017-11-23
"openly",2017-11-23
"grizzled",2017-11-23
"and",2017-11-23
"cynical",2017-11-23
"he",2017-11-23
"is",2017-11-23
"retired",2017-11-23
"or",2017-11-23
"close",2017-11-23
"to",2017-11-23
"retiring",2017-11-23
"and",2017-11-23
"is",2017-11-23
"an",2017-11-23
"investigator",2017-11-23
"purely",2017-11-23
"so",2017-11-23
"he",2017-11-23
"doesn_t",2017-11-23
"waste",2017-11-23
"away",2017-11-23
"in",2017-11-23
"his",2017-11-23
"home",2017-11-23
"and",2017-11-23
"become",2017-11-23
"boring",2017-11-23
"and",2017-11-23
"a",2017-11-23
"menace",2017-11-23
"to",2017-11-23
"society",2017-11-23
"he",2017-11-23
"has",2017-11-23
"an",2017-11-23
"inquisitive",2017-11-23
"spirit",2017-11-23
"and",2017-11-23
"helpful",2017-11-23
"disposition",2017-11-23
"if",2017-11-23
"also",2017-11-23
"a",2017-11-23
"slightly",2017-11-23
"misanthropic",2017-11-23
"one",2017-11-23
"stuart",2017-11-23
"and",2017-11-23
"carly",2017-11-23
"are",2017-11-23
"the",2017-11-23
"heroes",2017-11-23
"of",2017-11-23
"doctor",2017-11-23
"terrorist",2017-11-23
"there",2017-11-23
"are",2017-11-23
"villains",2017-11-23
"too",2017-11-23
"five",2017-11-23
"of",2017-11-23
"them",2017-11-23
"at",2017-11-23
"least",2017-11-23
"all",2017-11-23
"representatives",2017-11-23
"of",2017-11-23
"some",2017-11-23
"form",2017-11-23
"of",2017-11-23
"big",2017-11-23
"business",2017-11-23
"privilege",2017-11-23
"aka",2017-11-23
"the",2017-11-23
"man",2017-11-23
"and",2017-11-23
"then",2017-11-23
"there",2017-11-23
"is",2017-11-23
"the",2017-11-23
"terrorist",2017-11-23
"himself",2017-11-23
"as",2017-11-23
"yet",2017-11-23
"un",2017-11-23
"named",2017-11-23
"who",2017-11-23
"devises",2017-11-23
"an",2017-11-23
"algorithm",2017-11-23
"to",2017-11-23
"measure",2017-11-23
"who",2017-11-23
"is",2017-11-23
"doing",2017-11-23
"the",2017-11-23
"most",2017-11-23
"harm",2017-11-23
"and",2017-11-23
"then",2017-11-23
"proceeds",2017-11-23
"to",2017-11-23
"kill",2017-11-23
"them",2017-11-23
"all",2017-11-23
"in",2017-11-23
"the",2017-11-23
"final",2017-11-23
"scene",2017-11-23
"of",2017-11-23
"the",2017-11-23
"book",2017-11-23
"his",2017-11-23
"algorithm",2017-11-23
"points",2017-11-23
"to",2017-11-23
"himself",2017-11-23
"and",2017-11-23
"he",2017-11-23
"realises",2017-11-23
"that",2017-11-23
"the",2017-11-23
"world",2017-11-23
"exists",2017-11-23
"in",2017-11-23
"a",2017-11-23
"state",2017-11-23
"of",2017-11-23
"balance",2017-11-23
"terror",2017-11-23
"tactics",2017-11-23
"are",2017-11-23
"used",2017-11-23
"by",2017-11-23
"the",2017-11-23
"few",2017-11-23
"to",2017-11-23
"influence",2017-11-23
"the",2017-11-23
"many",2017-11-23
"they",2017-11-23
"are",2017-11-23
"the",2017-11-23
"underpowered",2017-11-23
"they",2017-11-23
"can",2017-11-23
"also",2017-11-23
"be",2017-11-23
"used",2017-11-23
"by",2017-11-23
"the",2017-11-23
"powerful",2017-11-23
"few",2017-11-23
"on",2017-11-23
"the",2017-11-23
"weak",2017-11-23
"many",2017-11-23
"these",2017-11-23
"are",2017-11-23
"the",2017-11-23
"terror",2017-11-23
"tactics",2017-11-23
"of",2017-11-23
"median",2017-11-23
"manipulation",2017-11-23
"propaganda",2017-11-23
"and",2017-11-23
"legislation",2017-11-23
"doctor",2017-11-23
"terrorist",2017-11-23
"explores",2017-11-23
"both",2017-11-23
"of",2017-11-23
"these",2017-11-23
"themes",2017-11-23
"and",2017-11-23
"how",2017-11-23
"they",2017-11-23
"inter",2017-11-23
"relate",2017-11-23
"there",2017-11-23
"is",2017-11-23
"also",2017-11-23
"a",2017-11-23
"hot",2017-11-23
"librarian",2017-11-23
"with",2017-11-23
"glasses",2017-11-23
